Research name,Publication Title,Author List,Conf/Journal Details,Citation count,Year,Filename,Ignore Y/N
Brian Davis,Semantic relatedness for all (languages): A comparative analysis of multilingual semantic relatedness using machine translation,"Andre Freitas, Siamak Barzegar, Juliano Efson Sales, Siegfried Handschuh, Brian Davis",European Knowledge Acquisition Workshop 212-222,14,2016,,
Brian Davis,In or out? Real-time monitoring of BREXIT sentiment on Twitter,"Laurentiu Vasiliu, Andre Freitas, Frederico Caroli, Ross Mcdermott, Manel Zarrouk, Manuela Hurlimann, Brian Davis, Tobias Daudert, Malek Ben Khaled, David Byrne, Sergio Fernández, Angelo Cavallini",SEMANTiCS 2016,9,2016,,
Brian Davis,In or out? real-time monitoring of brexit sentiment on twitter,"David Byrne, Angelo Cavallini, Ross Mcdermott, Manuela Hurlimann, Frederico Caroli, Malek Ben Khaled, Andre Freitas, Manel Zarrouk, Laurentiu Vasiliu, Brian Davis, Tobias Daudert, Sergio Fernández",SEMANTiCS 2016,1,2016,,
Brian Davis,Embedded controlled language to facilitate information extraction from eGov policies,"Hazem Safwat, Normunds Gruzitis, Ramona Enache, Brian Davis",Proceedings of the 17th International Conference on Information Integration …,1,2015,,
Brian Davis,Distributional semantics and unsupervised clustering for sensor relevancy prediction,"Myriam Leggieri, Brian Davis, John G Breslin",2015 International Wireless Communications and Mobile Computing Conference …,0,2015,,
Brian Davis,Dinfra: A one stop shop for computing multilingual semantic relatedness,"Siamak Barzegar, Juliano Efson Sales, Andre Freitas, Siegfried Handschuh, Brian Davis",Proceedings of the 38th International ACM SIGIR Conference on Research and …,11,2015,,
Brian Davis,On developing extraction rules for mining informal scientific references from altmetric data sources,"Waqas Khawaja, Michael Taylor, Brian Davis",International Conference on Applications of Natural Language to Information …,1,2015,,
Brian Davis,Linse: A distributional semantics entity search engine,"Juliano Efson Sales, Andre Freitas, Siegfried Handschuh, Brian Davis",Proceedings of the 38th International ACM SIGIR Conference on Research and …,2,2015,,
Brian Davis,A brief state of the art of CNLs for ontology authoring,"Hazem Safwat, Brian Davis",International Workshop on Controlled Natural Language 190-200,15,2014,,
Brian Davis,Proceedings of the Third Workshop on Semantic Web and Information Extraction,"Diana Maynard, Marieke Van Erp, Brian Davis",Proceedings of the Third Workshop on Semantic Web and Information Extraction,0,2014,,
Brian Davis,Controlled Natural Language,"Kaarel Kaljurand, Brian Davis, Tobias Kuhn",Springer International Publishing,0,2014,,
Brian Davis,"Proceedings of the Joint Workshop on NLP&LOD and SWAIE: Semantic Web, Linked Open Data and Information Extraction","Diana Maynard, Marieke Van Erp, Brian Davis, Petya Osenova, Kiril Simov, Georgi Georgiev, Preslav Nakov",Proceedings of the Joint Workshop on NLP&LOD and SWAIE: Semantic Web Linked …,0,2013,,
Brian Davis,On applying controlled natural languages for ontology authoring and semantic annotation,Brian Davis,,3,2013,,
Brian Davis,D12. 2 User studies for BI's explanation engine,"Fra Herko Ter Horst, Emiel Van Haandel, Menno Gulpers, Joris Van Aart, Jeroen Daanen, Jouri Fledderman, Jeroen Van Grondelle, Kaarel Kaljurand, Christina Unger, Brian Davis, Ramona Enache, Laurette Pretorius",The Semantic Web: Research and Applications Proceedings of ESWC 2012,0,2013,,
Brian Davis,Towards controlled natural language for semantic annotation,"Brian Davis, Pradeep Dantuluri, Siegfried Handschuh, Hamish Cunningham",Semantic-Enabled Advancements on the Web: Applications Across Industries 94-122,5,2012,,
Brian Davis,Multilingual Verbalisation of Modular Ontologies Using GF and lemon,"Brian Davis, Ramona Enache, Jeroen Van Grondelle, Laurette Pretorius",International Workshop on Controlled Natural Language 167-184,18,2012,,
Brian Davis,WP11: Multilingual Semantic Wiki,"Kaarel Kaljurand, Cristina España-Bonet, Seppo Nyrkkö, Meritxell Gonzalez, Milen Chechev, Mariana Damova, Ramona Enache, Lluís Marquez, Maria Mateva, Aarne Ranta, Laura Tolosi, Jeroen Van Grondelle, Joris Van Aart, Olga Caprotti, Jordi Saludes, Sebastian Xambó, Thomas Hallgren, John Camilleri, Grégoire Détrez, Brian Davis, Laurette Pretorius",Conference on Intelligent Computer Mathematics/OpenMath Workshop,0,2012,,
Brian Davis,Squeezing lemon with GATE,"Brian Davis, Fadi Badra, Paul Buitelaar, Tobias Wunner, Siegfried Handschuh",Proceedings of the 2nd International Conference on Multilingual Semantic Web …,7,2011,,
Brian Davis,Engineering a controlled natural language into semantic mediawiki,"Pradeep Dantuluri, Brian Davis, Pierre Ludwick, Siegfried Handschuh",International Workshop on Controlled Natural Language 53-72,2,2010,,
Brian Davis,A Use Case for Controlled Languages as Interfaces to Semantic Web Applications.,"Pradeep Dantuluri, Brian Davis, Siegfried Handschuh",LREC,1,2010,,
Brian Davis,Classifying Action Items for Semantic Email.,"Simon Scerri, Gerhard Gossen, Brian Davis, Siegfried Handschuh",LREC,27,2010,,
Brian Davis,On controlled natural language,"A Wyner, K Angelov, G Barzdins, D Damljanovic, B Davis",LNCS/LNAI 5972,2,2010,,
Brian Davis,Semanta Supporting E-mail Workflows in Business Processes,"Simon Scerri, Brian Davis, Siegfried Handschuh",2009 IEEE Conference on Commerce and Enterprise Computing 483-484,2,2009,,
Brian Davis,On designing controlled natural languages for semantic annotation,"Brian Davis, Pradeep Dantuluri, Laura Dragan, Siegfried Handschuh, Hamish Cunningham",International Workshop on Controlled Natural Language 187-205,6,2009,,
Brian Davis,On controlled natural languages: Properties and prospects,"Adam Wyner, Krasimir Angelov, Guntis Barzdins, Danica Damljanovic, Brian Davis, Norbert Fuchs, Stefan Hoefler, Ken Jones, Kaarel Kaljurand, Tobias Kuhn, Martin Luts, Jonathan Pool, Mike Rosner, Rolf Schwitter, John Sowa",International workshop on controlled natural language 281-289,76,2009,,
Brian Davis,Controlled natural language for semantic annotation,"Brian Davis, Pradeep Varma, Siegfried Handschuh, Laura Dragan, Hamish Cunningham",European Semantic Web Conference 816-820,4,2009,,
Brian Davis,Semanta–Semantic Email in Action,"Simon Scerri, Ioana Giurgiu, Brian Davis, Siegfried Handschuh",European Semantic Web Conference 883-887,6,2009,,
Brian Davis,Semanta–semantic email made easy,"Simon Scerri, Brian Davis, Siegfried Handschuh, Manfred Hauswirth",European Semantic Web Conference 36-50,25,2009,,
Brian Davis,Integrated Knowledge Workbench,"Heiko Haller, Max Völkel, Andreas Abecker, Brian Davis, Henrik Edlund, Kristina Groth, Rosa Gudjonsdottir, Mikhail Kotelnikov, Pär Lannerö, Sinna Lindquist, Mikhail Sogrin, Yngve Sundblad, Bosse Westerlund, Laura Dragan, Simon Scerri, Alexander Schutz, Pradeep Varma",,0,2009,,
Brian Davis,Experiences applying GATE to Semantic Web Technologies,Brian Davis,,0,2009,,
Brian Davis,Natural language generation from ontologies,"Kalina Bontcheva, Brian Davis",Semantic Knowledge Management 113-127,8,2009,,
Brian Davis,Human language technologies,"Kalina Bontcheva, Brian Davis, Adam Funk, Yaoyong Li, Ting Wang",Semantic Knowledge Management 37-49,14,2009,,
Dónal Fitzpatrick,AI and Big Data Standardization: Contributing to United Nations Sustainable Development Goals,"Ray Walshe, Kevin Casey, Jane Kernan, Dónal Fitzpatrick",Journal of ICT Standardization 77–106-77–106,0,2020,,
Dónal Fitzpatrick,Package ‘BrailleR’,"A Jonathan R Godfrey, Debra Warren, Dónal Fitzpatrick, Duncan Murdoch, Greg Snow, Henrik Bengtsson, James Curtis, Jooyoung Seo, Marshall Flax, Paul Murrell, Timothy Bilton, Tony Hirst, Tsan-Kuang Lee, Volker Sorge, Yihui Xie, A Jonathan R Godfrey",,0,2018,,
Dónal Fitzpatrick,Producing accessible statistics diagrams in R,"Dónal Fitzpatrick, A Jonathan R Godfrey, Volker Sorge",Proceedings of the 14th Web for All Conference on the Future of Accessible …,8,2017,,
Dónal Fitzpatrick,Usability of web-based MT post-editing environments for screen reader users,"Silvia Rodriguez Vazquez, Sharon O’Brien, Dónal Fitzpatrick",MT Summit XVI 13-25,2,2017,,
Dónal Fitzpatrick,EAGLE: An Accessible Platform for Delivery of Learning Materials,"Dónal Fitzpatrick, Catherine Mulwa, Snezana Scepanovic",Journal on Technology & Persons with Disabilities 5 239-251,0,2017,,
Dónal Fitzpatrick,An Investigation of Tradeoffs between Techniques to Support User-centred Evaluations of Adaptive Game-based Learning Systems,"Catherine Mulwa, Dónal Fitzpatrick, Vincent Wade",Global Learn 252-261,0,2016,,
Dónal Fitzpatrick,SpatialMaths: a Library for Conveying Content and Structure of Equations,"Colin Fitzsimons, Emma Murphy, Catherine Mulwa, Dónal Fitzpatrick",Digitization and E-Inclusion in Mathematics and Science (DEIMS2016),0,2016,,
Dónal Fitzpatrick,A RECOMMENDATION SERVICE FOR SUPPORTING EVALUATORS OF ADAPTIVE EDUCATIONAL SYSTEMS IN THIRD LEVEL INSTITUTIONS,"Catherine Mulwa, Dónal Fitzpatrick, Vincent Wade",EDULEARN16 Proceedings 467-476,0,2016,,
Dónal Fitzpatrick,"Barriers to open e-learning in public administrations: A comparative case study of the European countries Luxembourg, Germany, Montenegro and Ireland","Julia Dorothée Stoffregen, Jan M Pawlowski, Eric Ras, Eric Tobias, Snezana Scepanovic, Dónal Fitzpatrick, Tracey Mehigan, Petra Steffens, Christiane Przygoda, Peter Schilling, Horst Friedrich, Sabine Moebs",Technological Forecasting and Social Change 111 198-208,24,2016,,
Dónal Fitzpatrick,EnhAnced government learning portal: Production of universally accessible open educational resources,"Catherine Mulwa, Dónal Fitzpatrick, Sonja Trapp, Sabine Moebs",2016 Future Technologies Conference (FTC) 375-384,3,2016,,
Dónal Fitzpatrick,A system to assist visually disabled musicians to participate in orchestras,"Thomas Brophy, Christopher Noonan, Ian Pitt, Dónal Fitzpatrick, Flaithri Neff",Journal on Technology & Persons with Disabilities 3 161-171,0,2015,,
Dónal Fitzpatrick,Examining Mobile Tasks and Devices,"Karen Carey, Markus Helfert, Dónal Fitzpatrick",,0,2014,,
Dónal Fitzpatrick,Examining Mobile Tasks and Devices: Developing a User Centric Guideline,"Karen Carey, Markus Helfert, Dónal Fitzpatrick",International Journal of Mobile Human Computer Interaction (IJMHCI) 6 (1) 37-53,0,2014,,
Dónal Fitzpatrick,Determining the accessibility of mobile screen readers for blind users,"Ravi Kuber, Amanda Hastings, Matthew Tretter, Dónal Fitzpatrick",Proceedings of IASTED HCI,14,2012,,
Dónal Fitzpatrick,Designing auditory cues to enhance spoken mathematics for visually impaired users,"Emma Murphy, Enda Bates, Dónal Fitzpatrick",Proceedings of the 12th international ACM SIGACCESS conference on Computers …,27,2010,,
Dónal Fitzpatrick,A New Approach for the Production and Delivery of Audio Tactile Diagrams,Declan Mcmullen,International Conference on Computers Helping People with Special Needs …,1,2010,,
Dónal Fitzpatrick,Combining web services and DAISY for the production and delivery of audio tactile diagrams,"Declan Mcmullen, Dónal Fitzpatrick",International Conference on Computers for Handicapped Persons 12-19,3,2010,,
Dónal Fitzpatrick,"Spoken mathematics using prosody, earcons and spearcons","Enda Bates, Dónal Fitzpatrick",International Conference on Computers for Handicapped Persons 407-414,34,2010,,
Dónal Fitzpatrick,Service based approach to the construction and delivery of audio tactile diagrams. California State University Northridge,"Declan Mcmullen, Dónal Fitzpatrick",Center On Disabilities Technology And Persons With Disabilities Conference,3,2010,,
Dónal Fitzpatrick,Service based approach to the construction and delivery of audio tactile diagrams,"Declan Mcmullen, Dónal Fitzpatrick",Center On Disabilities Technology And Persons With Disabilities Conference …,1,2010,,
Dónal Fitzpatrick,Autonomous access to graphics for visually impaired learners,"Declan Mcmullen, Dónal Fitzpatrick",Irish Educational Technology User’s,8,2009,,
Jennifer Foster,The ADAPT Enhanced Dependency Parser at the IWPT 2020 Shared Task,"James Barry, Joachim Wagner, Jennifer Foster",Proceedings of the 16th International Conference on Parsing Technologies and …,0,2020,,
Jennifer Foster,Ilfhocail: A Lexicon of Irish MWEs,"Abigail Walsh, Teresa Lynn, Jennifer Foster",Proceedings of the Joint Workshop on Multiword Expressions and WordNet (MWE …,0,2019,,
Jennifer Foster,Fact or factitious? Contextualized opinion spam detection,"Stefan Kennedy, Niall Walsh, Kirils Sloka, Andrew McCarren, Jennifer Foster",Proceedings of the 57th Annual Meeting of the Association for Computational …,5,2019,,
Jennifer Foster,Is It Dish Washer Safe? Automatically Answering “Yes/No” Questions Using Customer Reviews,"Daria Dzendzik, Carl Vogel, Jennifer Foster",Proceedings of the 2019 Conference of the North American Chapter of the …,0,2019,,
Jennifer Foster,Sentiment Expression Boundaries in Sentiment Polarity Classification,"Rasoul Kaljahi, Jennifer Foster",Proceedings of the 9th Workshop on Computational Approaches to Subjectivity …,0,2018,,
Jennifer Foster,If you can’t beat them join them: handcrafted features complement neural nets for non-factoid answer reranking,"Dasha Bogdanova, Jennifer Foster, Daria Dzendzik, Liu Qun",Proceedings of the 15th Conference of the European Chapter of the …,9,2017,,
Jennifer Foster,Report on ACL Survey on Preprint Publishing and Reviewing,"Jennifer Foster, Marti Hearst, Joakim Nivre, Shiqi Zhao",Association for Computational Linguistics,3,2017,,
Jennifer Foster,Detecting opinion polarities using kernel methods,"Rasoul Kaljahi, Jennifer Foster",Proceedings of the Workshop on Computational Modeling of People’s Opinions …,6,2016,,
Jennifer Foster,Universal Dependencies Treebanks 1.2 (see http://universaldependencies. org/),"Joakim Nivre, Željko Agic, Maria Jesus Aranzabe, Masayuki Asahara, Aitziber Atutxa, Miguel Ballesteros, John Bauer, Kepa Bengoetxea, Riyaz Ahmad Bhat, Cristina Bosco, Sam Bowman, Giuseppe Ga Celano, Miriam Connor, Marie Catherine De Marneffe, Arantza Diaz De Ilarraza, Kaja Dobrovoljc, Timothy Dozat, Tomaž Erjavec, Richárd Farkas, Jennifer Foster, Daniel Galbraith, Filip Ginter, Iakes Goenaga, Koldo Gojenola, Yoav Goldberg, Berta Gonzales, Bruno Guillaume, Jan Hajič, Dag Haug, Radu Ion, Elena Irimia, Anders Johannsen, Hiroshi Kanayama, Jenna Kanerva, Simon Krek, Veronika Laippala, Alessandro Lenci, Nikola Ljubesic, Teresa Lynn, Christopher Manning, Cătălina Mărănduc, David Mareček, Héctor Alonso Martínez, Jan Mašek, Yuji Matsumoto, Ryan Mcdonald, Anna Missilä, Verginica Mititelu, Yusuke Miyao, Simonetta Montemagni, Shunsuke Mori, Hanna Nurmi, Petya Osenova, Lilja Øvrelid, Elena Pascual, Marco Passarotti, Cenel Augusto Perez, Slav Petrov, Jussi Piitulainen, Barbara Plank, Martin Popel, Prokopis Prokopidis, Sampo Pyysalo, Loganathan Ramasamy, Rudolf Rosa, Shadi Saleh, Sebastian Schuster, Wolfgang Seeker, Mojgan Seraji, Natalia Silveira, Maria Simi, Radu Simionescu, Katalin Simkó, Kiril Simov, Aaron Smith, Jan Štěpánek, Alane Suhr, Zsolt Szántó, Takaaki Tanaka, Reut Tsarfaty, Sumire Uematsu, Larraitz Uria, Viktor Varga, Veronika Vincze, Zdeněk Žabokrtský, Daniel Zeman, Hanzhi Zhu",,0,2015,,
Jennifer Foster,Universal Dependencies 1.2,"Joakim Nivre, Željko Agic, Maria Jesus Aranzabe, Masayuki Asahara, Aitziber Atutxa, Miguel Ballesteros, John Bauer, Kepa Bengoetxea, Riyaz Ahmad Bhat, Cristina Bosco, Sam Bowman, Giuseppe Ga Celano, Miriam Connor, Marie Catherine De Marneffe, Arantza Diaz De Ilarraza, Kaja Dobrovoljc, Timothy Dozat, Tomaž Erjavec, Richárd Farkas, Jennifer Foster, Daniel Galbraith, Filip Ginter, Iakes Goenaga, Koldo Gojenola, Yoav Goldberg, Berta Gonzales, Bruno Guillaume, Jan Hajič, Dag Haug, Radu Ion, Elena Irimia, Anders Johannsen, Hiroshi Kanayama, Jenna Kanerva, Simon Krek, Veronika Laippala, Alessandro Lenci, Nikola Ljubesic, Teresa Lynn, Christopher Manning, Cătălina Mărănduc, David Mareček, Héctor Alonso Martínez, Jan Mašek, Yuji Matsumoto, Ryan Mcdonald, Anna Missilä, Verginica Mititelu, Yusuke Miyao, Simonetta Montemagni, Shunsuke Mori, Hanna Nurmi, Petya Osenova, Lilja Øvrelid, Elena Pascual, Marco Passarotti, Cenel Augusto Perez, Slav Petrov, Jussi Piitulainen, Barbara Plank, Martin Popel, Prokopis Prokopidis, Sampo Pyysalo, Loganathan Ramasamy, Rudolf Rosa, Shadi Saleh, Sebastian Schuster, Wolfgang Seeker, Mojgan Seraji, Natalia Silveira, Maria Simi, Radu Simionescu, Katalin Simkó, Kiril Simov, Aaron Smith, Jan Štěpánek, Alane Suhr, Zsolt Szántó, Takaaki Tanaka, Reut Tsarfaty, Sumire Uematsu, Larraitz Uria, Viktor Varga, Veronika Vincze, Zdeněk Žabokrtský, Daniel Zeman, Hanzhi Zhu",Universal Dependencies Consortium,159,2015,,
Jennifer Foster,Foreebank: Syntactic analysis of customer support forums,"Rasoul Kaljahi, Jennifer Foster, Johann Roturier, Corentin Ribeyre, Teresa Lynn, Joseph Le Roux",Proceedings of the 2015 Conference on Empirical Methods in Natural Language …,18,2015,,
Jennifer Foster,ADAPT. DCU at TREC LiveQA: A sentence retrieval based approach to live question answering,"Dasha Bogdanova, Debasis Ganguly, Jennifer Foster, Ali Hosseinzadeh Vahid",Dublin City University Dublin Ireland,2,2015,,
Jennifer Foster,Syntax and semantics in quality estimation of machine translation,"Rasoul Kaljahi, Jennifer Foster, Johann Roturier",Proceedings of SSST-8 Eighth Workshop on Syntax Semantics and Structure in …,3,2014,,
Jennifer Foster,Code mixing: A challenge for language identification in the language of social media,"Utsab Barman, Amitava Das, Joachim Wagner, Jennifer Foster",Proceedings of the first workshop on computational approaches to code …,192,2014,,
Jennifer Foster,Dcu-uvt: Word-level language classification with code-mixed data,"Utsab Barman, Joachim Wagner, Grzegorz Chrupała, Jennifer Foster",Proceedings of the First Workshop on Computational Approaches to Code …,22,2014,,
Jennifer Foster,Semantic role labelling with minimal resources: experiments with french,"Rasoul Kaljahi, Jennifer Foster, Johann Roturier",Proceedings of the Third Joint Conference on Lexical and Computational …,7,2014,,
Jennifer Foster,Analyse syntaxique des langues naturelles par combinaison de grammaires algébriques et décomposition lagrangienne,"Joseph Le Roux, Antoine Rozenknop, Jennifer Foster",ROADEF-15ème congrès annuel de la Société française de recherche …,0,2014,,
Jennifer Foster,Quality Estimation of English-French Machine Translation: A Detailed Study of the Role of Syntax,"Rasoul Kaljahi, Jennifer Foster, Raphael Rubino, Johann Roturier",,5,2014,,
Jennifer Foster,Proceedings of the ACL 2012 Joint Workshop on Statistical Parsing and Semantic Processing of Morphologically Rich Languages,"Marianna Apidianaki, Ido Dagan, Jennifer Foster, Yuval Marton, Djame Seddah, Reut Tsarfaty",Proceedings of the ACL 2012 Joint Workshop on Statistical Parsing and …,0,2012,,
Jennifer Foster,Proceedings of the Second Workshop on Statistical Parsing of Morphologically Rich Languages,"Djame Seddah, Reut Tsarfaty, Jennifer Foster",Proceedings of the Second Workshop on Statistical Parsing of Morphologically …,0,2011,,
Jennifer Foster,Exploiting syntax in sentiment polarity classification,"Wolfgang Seeker, Adam Bermingham, Jennifer Foster, Deirdre Hogan",Dublin: Dublin City University,1,2009,,
Yvette Graham,Contrasting Human Opinion of Non-factoid Question Answering with Automatic Evaluation,"Tianbo Ji, Yvette Graham, Gareth Jones",Proceedings of the 2020 Conference on Human Information Interaction and …,0,2020,,
Yvette Graham,Incorporating Context and Knowledge for Better Sentiment Analysis of Narrative Text.,"Chenyang Lyu, Tianbo Ji, Yvette Graham",Text2Story@ ECIR 39-45,1,2020,,
Yvette Graham,"Proceedings of the Fourth Conference on Machine Translation (Volume 2: Shared Task Papers, Day 1)","Ondrej Bojar, Rajen Chatterjee, Christian Federmann, Mark Fishel, Yvette Graham, Barry Haddow, Matthias Huck, Antonio Jimeno Yepes, Philipp Koehn, André Ft Martins, Christof Monz, Matteo Negri, Aurelie Neveol, Mariana Neves, Matt Post, Marco Turchi, Karin Verspoor",Proceedings of the Fourth Conference on Machine Translation (Volume 2 …,0,2019,,
Yvette Graham,Proceedings of the 2nd Workshop on Multilingual Surface Realisation (MSR 2019),"Simon Mille, Anja Belz, Bernd Bohnet, Yvette Graham, Leo Wanner",Proceedings of the 2nd Workshop on Multilingual Surface Realisation (MSR 2019),0,2019,,
Yvette Graham,TREC video retrieval evaluation TRECVID 2018,"George Awad, Ian Soboroff, Asad Butt, Keith Curtis, A Ellis, D Dimmick, Jonathan Fiscus, Afzad Godil, Andrew Delgado, Alan F. Smeaton, Yvette Graham, Wessel Kraaij, Georges Quénot, J Magalhaes, David Semedo, S Blasi, S Strassel, Yooyoung Lee, David Joy",2018 TREC Video Retrieval Evaluation TRECVID 2018 2018 TREC Video …,0,2018,,
Yvette Graham,Results of the WMT18 metrics shared task: Both characters and embeddings achieve good performance,"Qingsong Ma, Ondrej Bojar, Yvette Graham",Proceedings of the third conference on machine translation: shared task …,32,2018,,
Yvette Graham,Proceedings of the Third Conference on Machine Translation,"Ondrej Bojar, Rajen Chatterjee, Christian Federmann, Mark Fishel, Yvette Graham, Barry Haddow, Matthias Huck, Antonio Jimeno Yepes, Philipp Koehn, Christof Monz, Matteo Negri, Aurelie Neveol, Mariana Neves, Matt Post, Lucia Specia, Marco Turchi, Karin Verspoor",Proceedings of the Third Conference on Machine Translation: Research Papers,0,2018,,
Yvette Graham,"Trecvid 2018: Benchmarking video activity detection, video captioning and matching, video storytelling linking and video search","George Awad, Asad Butt, Keith Curtis, Yooyoung Lee, Jonathan Fiscus, Afzad Godil, David Joy, Andrew Delgado, Alan F. Smeaton, Yvette Graham, Wessel Kraaij, Georges Quénot, Joao Magalhaes, David Semedo, Saverio Blasi",,75,2018,,
Yvette Graham,The first multilingual surface realisation shared task (SR’18): Overview and evaluation results,"Simon Mille, Anja Belz, Bernd Bohnet, Yvette Graham, Emily Pitler, Leo Wanner",Proceedings of the First Workshop on Multilingual Surface Realisation 1-12,36,2018,,
Yvette Graham,"Trecvid 2017: evaluating ad-hoc and instance video search, events detection, video captioning, and hyperlinking","George Awad, Asad Butt, Jonathan Fiscus, David Joy, Andrew Delgado, Willie Mcclinton, Martial Michel, Alan F. Smeaton, Yvette Graham, Wessel Kraaij, Georges Quénot, Maria Eskevich, Roeland Ordelman, Gareth Jones, Benoit Huet",,82,2017,,
Yvette Graham,Blend: a novel combined MT metric based on direct assessment—casict-dcu submission to WMT17 metrics task,"Qingsong Ma, Yvette Graham, Shugen Wang, Liu Qun",Proceedings of the second conference on machine translation 598-603,23,2017,,
Yvette Graham,Proceedings of the Second Conference on Machine Translation,"Ondrej Bojar, Christian Buck, Rajen Chatterjee, Christian Federmann, Yvette Graham, Barry Haddow, Matthias Huck, Antonio Jimeno Yepes, Philipp Koehn, Julia Kreutzer",Proceedings of the Second Conference on Machine Translation,0,2017,,
Yvette Graham,Further investigation into reference bias in monolingual evaluation of machine translation,"Qingsong Ma, Yvette Graham, Timothy Baldwin, Liu Qun",Proceedings of the 2017 Conference on Empirical Methods in Natural Language …,6,2017,,
Yvette Graham,Improving evaluation of document-level machine translation quality estimation,"Yvette Graham, Qingsong Ma, Timothy Baldwin, Liu Qun, Carla Parra Escartín, Carolina Scarton",Proceedings of the 15th Conference of the European Chapter of the …,5,2017,,
Yvette Graham,Can machine translation systems be evaluated by the crowd alone,"Yvette Graham, Timothy Baldwin, Alistair Moffat, Justin Zobel",Natural Language Engineering 23 (1) 3-30,73,2017,,
Yvette Graham,Results of the wmt16 metrics shared task,"Ondrej Bojar, Yvette Graham, Amir Kamran, Miloš Stanojević",Proceedings of the First Conference on Machine Translation: Volume 2 Shared …,106,2016,,
Yvette Graham,Findings of the 2016 conference on machine translation,"Ondrej Bojar, Rajen Chatterjee, Christian Federmann, Yvette Graham, Barry Haddow, Matthias Huck, Antonio Jimeno Yepes, Philipp Koehn, Varvara Logacheva, Christof Monz, Matteo Negri, Aurelie Neveol, Mariana Neves, Martin Popel, Matt Post, Raphael Rubino, Carolina Scarton, Lucia Specia, Marco Turchi, Karin Verspoor, Marcos Zampieri",Proceedings of the First Conference on Machine Translation: Volume 2 Shared …,369,2016,,
Yvette Graham,Shared Task Papers,"Ondrej Bojar, Rajen Chatterjee, Christian Federmann, Yvette Graham, Barry Haddow, Matthias Huck, Antonio Jimeno Yepes, Philipp Koehn, Varvara Logacheva, Christof Monz, Matteo Negri, Aurelie Neveol, Mariana Neves, Martin Popel, Matt Post, Raphael Rubino, Carolina Scarton, Lucia Specia, Marco Turchi, Karin Verspoor, Marcos Zampieri, Amir Kamran, Miloš Stanojević, Bushra Jawaid, Liane Guillou, Christian Hardmeier, Preslav Nakov, Sara Stymne, Jörg Tiedemann, Yannick Versley, Mauro Cettolo, Bonnie Webber, Andrei Popescu-Belis, Stella Frank, Khalil Sima’An, Desmond Elliott, Christian Buck, Alexandre Allauzen, Lauriane Aufrant, Franck Burlot, Ophélie Lacroix, Elena Knyazeva, Thomas Lavergne, Guillaume Wisniewski, François Yvon, Emre Bektaş, Ertugrul Yilmaz, Coskun Mermer, İlknur Durgar El-Kahlout, Ergun Bicici, Frédéric Blain, Xingyi Song, James Bradbury, Richard Socher, Junyoung Chung, Kyunghyun Cho, Yoshua Bengio, Shuoyang Ding, Kevin Duh, Huda Khayrallah, Anton Dvorkovich, Sergey Gubanov, Irina Galinskaya, Stig-Arne Grönroos, Sami Virpioja, Mikko Kurimo, Jeremy Gwinnup, Tim Anderson, Grant Erdmann, Katherine Young, Michaeel Kazi, Elizabeth Salesky, Brian Thompson, Thanh-Le Ha, Eunah Cho, Jan Niehues, Mohammed Mediani, Matthias Sperber, Alexander Waibel, Alexander Fraser, Marcin Junczys-Dowmunt, Tomasz Dwojak, Rico Sennrich, Chi-Kiu Lo, Colin Cherry, George Foster, Darlene Stewart, Rabib Islam, Anna Kazantseva, Roland Kuhn, David Mareček, Alexander Molchanov, Fedor Bykov",Association for Computational Linguistics (ed.). Proceedings of the First …,2,2016,,
Yvette Graham,Maxsd: A neural machine translation evaluation metric optimized by maximizing similarity distance,"Qingsong Ma, Fandong Meng, Daqi Zheng, Mingxuan Wang, Yvette Graham, Wenbin Jiang, Liu Qun",Natural Language Understanding and Intelligent Applications 153-161,3,2016,,
Yvette Graham,Is all that glitters in machine translation quality estimation really gold?,"Yvette Graham, Timothy Baldwin, Meghan Dowling, Maria Eskevich, Teresa Lynn, Lamia Tounsi",Proceedings of COLING 2016 the 26th International Conference on …,8,2016,,
Yvette Graham,Re-evaluating automatic summarization with BLEU and 192 shades of ROUGE,Yvette Graham,Proceedings of the 2015 conference on empirical methods in natural language …,49,2015,,
Yvette Graham,Improving evaluation of machine translation quality estimation,Yvette Graham,Proceedings of the 53rd annual meeting of the association for computational …,34,2015,,
Yvette Graham,Accurate evaluation of segment-level machine translation metrics,"Yvette Graham, Timothy Baldwin, Nitika Mathur",Proceedings of the 2015 Conference of the North American Chapter of the …,64,2015,,
Yvette Graham,Randomized significance tests in machine translation,"Yvette Graham, Nitika Mathur, Timothy Baldwin",Proceedings of the Ninth Workshop on Statistical Machine Translation 266-274,26,2014,,
Yvette Graham,English-French and English-Greek bilingual dictionaries for the Environment and Labour Legislation domains,"Yvette Graham, Gregor Thurmair, Antonio Toral, Vera Aleksic",,0,2014,,
Yvette Graham,Integrated Final Version of the Components for Lexical Acquisition,"Laura Rimell, Núria Bel Rafecas, Muntsa Padró, Francesca Frontini, Monica Monachini, Valeria Quochi",,0,2014,,
Yvette Graham,Bilingual Dictionary Extraction Tools,"Yvette Graham, Gregor Thurmair, Antonio Toral, Vera Aleksic",,0,2014,,
Yvette Graham,Is machine translation getting better over time?,"Yvette Graham, Timothy Baldwin, Alistair Moffat, Justin Zobel",Proceedings of the 14th Conference of the European Chapter of the …,35,2014,,
