Research name,Publication Title,Author List,Conf/Journal Details,Citation count,Year,Filename,Ignore Y/N
Gareth Jones,Affect-based indexing for multimedia data,"Gareth Jones, Ching Hau Chan",Multimedia information extraction: advances in video audio and imagery …,5,2012,,
Gareth Jones,WWW'18 workshop on exploitation of social media for emergency relief and preparedness: Chairs' welcome & organization,"Marie-Francine Moens, Gareth Jones, Saptarshi Ghosh, Debasis Ganguly, Tanmoy Chakraborty, Kripabandhu Ghosh",Companion Proceedings of the The Web Conference 2018 1609-1611,2,2018,,
Gareth Jones,About Sound and Vision: CLEF Beyond Text Retrieval Tasks,Gareth Jones,Information Retrieval Evaluation in a Changing World 307-329,0,2019,,
Gareth Jones,"Multilingual Information Access Evaluation II-Multimedia Experiments: 10th Workshop of the Cross-Language Evaluation Forum, CLEF 2009, Corfu, Greece, September 30-October 2 …","Carol Peters, Barbara Caputo, Julio Gonzalo, Gareth Jones, Jayashree Kalpathy-Cramer, Henning Muller, Theodora Tsikrika",Springer,5,2010,,
Gareth Jones,"Experimental IR meets multilinguality, multimodality, and interaction. In Proceedings of the Eighth International Conference of the CLEF Association (CLEF 2017). Lecture Notes …","Gareth Jones, Seamus Lawless, Julio Gonzalo, Liadh Kelly, Lorraine Goeuriot, Thomas Mandl, Linda Cappellato, Nicola Ferro",,0,2017,,
Gareth Jones,"TCD-DCU at TEL@ CLEF 2009: Document Expansion, Query Translation and Language Modeling","Johannes Leveling, Dong Zhou, Gareth Jones, Vincent Wade",Working Notes for the CLEF 2009 Workshop Corfu Greece 30,4,2009,,
Gareth Jones,Foundations and Trends® in Information Retrieval,"Martha Larson, Gareth Jones",Foundations and Trends® in Information Retrieval 5 (4-5) 235-422,0,2012,,
Gareth Jones,DCU ADAPT@ TRECVid 2015: Video Hyperlinking Task.,"Shu Chen, Keith Curtis, David Racca, Liting Zhou, Gareth Jones, Noel O’Connor",TRECVID,2,2015,,
Gareth Jones,"Citizen participation, perceived control, and psychological empowerment","Gc Abbott, B Abel-Smith, J Abueva, A Acharya, S Breslin, Cw Hughes, N Phillips, B Rosamond, K Acharya, P Acharya, R Ghosh, M Zachariah, Rh Adams Jr, I Adams, Rw Dyson, M Adiseshiah, Pr Agénor, M Miller, D Vines, A Weber, S Agere, R Agranoff, Da Ahlburg, I Diamond, Da Ahlburg, Ac Kelley, Ko Mason, Da Ahlburg, Ac Kelley, Ko Mason, Da Ahlburg, Ac Kelley, Ko Mason, C Ake, H Alavi, R Alavi, M Albrow, Hf Alderfer, R Aldridge, G Stoker, B Alexander, E Harper, Tj Lack, Nc Alexander, Vp Nanda, Gw Shepherd Jr, E Mccarthy-Arnolds, L Allen, E Allina-Pisano, Pa Haslam, J Schafer, P Beaudet, Ga Almond, S Verba, Ga Almond, Ga Almond, Js Coleman, N Amidei, Ic Amobi, Vp Nanda, Gw Shepherd Jr, E Mccarthy-Arnolds, A Amsden, Pb Evans, D Rueschemeyer, T Skocpol, Jds Ana, J Anderson, Je Anderson, T Andersson, S Tengbald, C Andrew, K Graham, S Phillips, C Andrew, K Graham, S Phillips, Hk Anheier, Hk Anheier, Lm Sakamon, K Annan, K Annan, D Apter, D Apter, Re Goodin, H Klingemann, D Arase, B Ariun-Erdene, C Arndt, C Oman, Hw Arndt, Hw Arndt, Sm Arnopoulos, S Arnstein, K Arrow, E Aryeetey, J Court, M Nissanke, B Weder, A Asamoa-Baah, P Smithson, C Ashley, S Maxwell, D Ashman, Ab Atkinson, J Aubel, Tg August, Fg Bailey, R Bajraj, J Bravo, G Tapinos, G Tapinos, A Mason, J Bravo, H Bakvis, L Juillet, M Baldassare, C Katz, M Baliamoune-Lutz, Sj Ball, S Balloch, M Taylor, A Bandura, Cp Banks, Dm O’Brien, Pa Baran, P Bardhan, I Shapiro, C Hacker-Cordon, Rj Barnet, Rj Barnet, W Bassow, N Bateman, N Bateman, Pt Bauer, V Bautista, J Jabes, J Baylis, S Smith, C Beaulieu, A Bebbibington, D Lweis, S Batterbury, E Olson, Ms Siddiqi, A Beenhakker, M Beeson, Abl Cheung, I Scott, S Bell",Managing Development in a Globalized World: Concepts Processes …,0,2012,,
Gareth Jones,DCU@ CLEF-IP 2009: Exploring Standard IR Techniques on Patent Retrieval.,"Walid Magdy, Johannes Leveling, Gareth Jones",CLEF (Working Notes),4,2009,,
Gareth Jones,Word embedding based generalized language model for information retrieval,"Debasis Ganguly, Dwaipayan Roy, Mandar Mitra, Gareth Jones",Proceedings of the 38th international ACM SIGIR conference on research and …,186,2015,,
Gareth Jones,Multimodal video-to-video linking: turning to the crowd for insight and evaluation,"Maria Eskevich, Martha Larson, Robin Aly, Serwah Sabetghadam, Gareth Jones, Roeland Ordelman, Benoit Huet",International Conference on Multimedia Modeling 280-292,12,2017,,
Gareth Jones,An Interface for Agent Supported Conversational Search,"Abhishek Kaushik, Vishal Bhat Ramachandra, Gareth Jones",Proceedings of the 2020 Conference on Human Information Interaction and …,0,2020,,
Gareth Jones,Report on the SIGIR workshop on medical information retrieval (MedIR),"Henning Muller, Lorraine Goeuriot, Liadh Kelly, Gareth Jones, Justin Zobel",ACM SIGIR Forum,0,2014,,
Gareth Jones,"Overview of the 2015 workshop on speech, language and audio in multimedia","Guillaume Gravier, Gareth Jones, Martha Larson, Roeland Ordelman",Proceedings of the 23rd ACM international conference on Multimedia 1347-1348,2,2015,,
Gareth Jones,Word-Node2Vec: Improving Word Embedding with Document-Level Non-Local Word Co-occurrences,"Procheta Sen, Debasis Ganguly, Gareth Jones",Proceedings of the 2019 Conference of the North American Chapter of the …,1,2019,,
Gareth Jones,DCU@ Morpheme extraction task of FIRE-2012: Rule-based stemmers for Bengali and Hindi,"Debasis Ganguly, Johannes Leveling, Gareth Jones",Post-Proceedings of the 4th and 5th Workshops of the Forum for Information …,1,2013,,
Gareth Jones,Khresmoi-multilingual semantic search of medical text and images,Niraj Aswani,Studies in health technology and informatics 192 1266,1,2013,,
Gareth Jones,Defining and evaluating video hyperlinking for navigating multimedia archives,"Roeland Ordelman, Maria Eskevich, Robin Aly, Benoit Huet, Gareth Jones",Proceedings of the 24th International Conference on World Wide Web 727-732,17,2015,,
Gareth Jones,Medical Information Search Workshop (MEDIR),"Steven Bedrick, Lorraine Goeuriot, Gareth Jones, Anastasia Krithara, Henning Muller, George Paliouras",Proceedings of the 39th International ACM SIGIR conference on Research and …,0,2016,,
Gareth Jones,Summarising Academic Presentations using Linguistic and Paralinguistic Features.,"Keith Curtis, Gareth Jones, Nick Campbell",VISIGRAPP (2: HUCAPP) 64-73,2,2018,,
Gareth Jones,"CLEF eHealth Evaluation Lab 2015, Task 2: Retrieving Information About Medical Symptoms.","Joao Palotti, Guido Zuccon, Lorraine Goeuriot, Liadh Kelly, Allan Hanbury, Gareth Jones, Mihai Lupu, Pavel Pecina",CLEF (Working Notes) 1-22,57,2015,,
Gareth Jones,Effects of good speaking techniques on audience engagement,"Keith Curtis, Gareth Jones, Nick Campbell",Proceedings of the 2015 ACM on International Conference on Multimodal …,16,2015,,
Gareth Jones,Use of a modified Bradford sling for the positioning of orthopaedic patients,"Michael Elvey, Gareth Jones, Nicola Broadbent",The Annals of The Royal College of Surgeons of England 93 (2) 167-167,0,2011,,
Gareth Jones,"TRECVID 2016: Evaluating Video Search, Video Event Detection, Localization, and Hyperlinking","Jonathan Fiscus, David Joy, Martial Michel, George Awad, Alan F. Smeaton, Gareth Jones, Wessel Kraaij, G Quenot, Marc Ritter, Maria Eskevich, R Ordelman, R Aly, Benoit Huet, Martha Larson",[Sl]: National Institute of Standards and Technology,0,2016,,
Gareth Jones,DCU at VideoCLEF 2009,"Ágnes Gyarmati, Gareth Jones",,0,2009,,
Gareth Jones,Exploitation of social media for emergency relief and preparedness: Recent research and trends,"Saptarshi Ghosh, Kripabandhu Ghosh, Debasis Ganguly, Tanmoy Chakraborty, Gareth Jones, Marie-Francine Moens, Muhammad Imran",Information Systems Frontiers 20 (5) 901-907,14,2018,,
Gareth Jones,"Proceedings of the 39th International ACM SIGIR conference on Research and Development in Information Retrieval, SIGIR 2016, Pisa, Italy, July 17-21, 2016","Raffaele Perego, F Sebastiani, Ja Aslam, I Ruthven, Justin Zobel",ACM,0,2016,,
Gareth Jones,DCU at the NTCIR-14 OpenLiveQ-2 task,"Piyush Arora, Gareth Jones",NTCIR-14 Conference,3,2019,,
Gareth Jones,Multimodal Speaker Adaptation of Acoustic Model and Language Model for Asr Using Speaker Face Embedding,"Yasufumi Moriya, Gareth Jones",ICASSP 2019-2019 IEEE International Conference on Acoustics Speech and …,1,2019,,
Gareth Jones,Indian Oceans,Stephanie Jones,Wasafiri 26 (2) 1-2,1,2011,,
Gareth Jones,WEPIR 2018: Workshop on evaluation of personalisation in information retrieval,"Gareth Jones, Nicholas J Belkin, Seamus Lawless, Gabriella Pasi",Proceedings of the 2018 Conference on Human Information Interaction …,1,2018,,
Gareth Jones,Development of an annotated multimodal dataset for the investigation of classification and summarisation of presentations using high-level paralinguistic features,"Keith Curtis, Nick Campbell, Gareth Jones",Proceedings of the Eleventh International Conference on Language Resources …,1,2018,,
Gareth Jones,Method of and a system for retrieving information,"Walid Magdy, Gareth Jones",US Patent App. 13/351895,3,2012,,
Gareth Jones,Recording and Analyzing Benchmarking Results: The Aims of the MediaEval Working Notes Proceedings.,"Martha Larson, Gareth Jones, Bogdan Ionescu, Mohammad Soleymani, Guillaume Gravier",MediaEval,2,2015,,
Gareth Jones,"Experimental IR meets multilinguality, multimodality, and interaction: 10th International Conference of the CLEF Association, CLEF 2019, Lugano, Switzerland, September 9–12 …","Fabio Crestani, Martin Braschler, Jacques Savoy, Andreas Rauber, Henning Muller, David E Losada, Gundula Heinatz Bürki, Linda Cappellato, Nicola Ferro",Springer Nature,0,2019,,
Gareth Jones,The community and the crowd: Multimedia benchmark dataset development,"Martha Larson, Mohammad Soleymani, Maria Eskevich, Pavel Serdyukov, Roeland Ordelman, Gareth Jones",IEEE multimedia 15-23,23,2012,,
Gareth Jones,The community and the crowd: Developing large-scale data collections for multimedia benchmarking,"Martha Larson, M Soleymani, Maria Eskevich, Pavel Serdyukov, R Ordelman, Gareth Jones",IEEE Multimedia 19 (3),6,2012,,
Gareth Jones,Studying machine translation technologies for large-data CLIR tasks: a patent prior-art search case study,"Walid Magdy, Gareth Jones",Information retrieval 17 (5-6) 492-519,8,2014,,
Gareth Jones,Medical Information Retrieval Workshop at SIGIR 2014,"Lorraine Goeuriot, Gareth Jones, Liadh Kelly, Henning Muller, Justin Zobel",,0,2014,,
